Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Base Score,Stage Multiplier,Matchup,Late Match Divisor,Total Multiplier,Multiplier Adjusted Score,Accumulated_Sum,Multiplier Adjusted Accumulated Sum
Palutena,Captain Falcon,2,1,0,2,78,3.1,2.48,1.25,1.0,1.0,1.25,2.48,5.209,4.7
Palutena,Snake,3,1,0,3,147,4.303,3.02,1.5,0.95,1.0,1.425,3.02,9.512,7.72
Palutena,Meta Knight,4,1,0,2,24,0.71,2.84,1.0,1.0,4.0,0.25,2.84,10.223,10.56
Samus,Richter,1,1,0,2,113,2.247,2.247,1.0,1.0,1.0,1.0,2.247,2.602,2.602
Samus,Incineroar,2,1,0,2,84,2.897,2.44,1.25,0.95,1.0,1.188,2.44,5.499,5.042
Samus,Greninja,3,1,0,3,97,4.778,3.353,1.5,0.95,1.0,1.425,3.353,10.278,8.395
Rosalina & Luma,Dr Mario,1,1,0,2,199,1.8,2.0,1.0,0.9,1.0,0.9,2.0,2.131,2.315
Rosalina & Luma,Piranha Plant,2,0,1,-2,113,-0.293,-0.247,1.25,0.95,1.0,1.188,-0.247,1.838,2.068
Pyra & Mythra,Jigglypuff,1,1,0,1,9,1.94,1.94,1.0,1.0,1.0,1.0,1.94,2.204,2.25
Pyra & Mythra,Pokemon Trainer,2,1,0,2,68,3.343,2.547,1.25,1.05,1.0,1.312,2.547,5.546,4.797
Pyra & Mythra,PacMan,3,1,0,3,81,5.19,3.46,1.5,1.0,1.0,1.5,3.46,10.736,8.257
Pyra & Mythra,Little Mac,4,1,0,1,41,0.367,1.727,1.0,0.85,4.0,0.212,1.727,11.103,9.983
Mewtwo,Yoshi,1,1,0,2,145,2.338,2.033,1.0,1.15,1.0,1.15,2.033,2.406,2.098
Mewtwo,Mario,2,1,0,2,87,3.025,2.42,1.25,1.0,1.0,1.25,2.42,5.431,4.518
Mewtwo,Lucas,3,1,0,2,124,2.934,2.173,1.5,0.9,1.0,1.35,2.173,8.365,6.692
Marth,Piranha Plant,1,1,0,1,0,2.3,2.0,1.0,1.15,1.0,1.15,2.0,2.332,2.035
Marth,Terry,2,1,0,1,62,2.281,1.587,1.25,1.15,1.0,1.438,1.587,4.613,3.622
Marth,Little Mac,3,0,1,-1,83,0.788,0.553,1.5,0.95,1.0,1.425,0.553,5.401,4.175
