Character,Opponent,Round,Win,Loss,Stock Diff,Percentage,Score,Base Score,Stage Multiplier,Matchup,Late Match Divisor,Total Multiplier,Multiplier Adjusted Score,Accumulated_Sum,Multiplier Adjusted Accumulated Sum
Bayonetta,Samus,1,1,0,1,172,1.026,1.14,1.0,0.9,1.0,0.9,1.14,1.026,1.14
Bayonetta,Wario,2,0,1,-1,0,0.0,0.0,1.1,1.0,1.0,1.1,0.0,1.026,1.14
Simon,Fox,1,1,0,1,7,2.162,1.965,1.0,1.1,1.0,1.1,1.965,2.162,1.965
Simon,Mega Man,2,1,0,2,92,2.654,2.54,1.1,0.95,1.0,1.045,2.54,4.816,4.505
Simon,Donkey Kong,3,1,0,2,143,2.742,2.285,1.2,1.0,1.0,1.2,2.285,7.558,6.79
Simon,Villager,4,1,0,2,88,0.544,2.56,1.0,0.85,4.0,0.212,2.56,8.102,9.35
Joker,Young Link,1,1,0,3,210,2.85,3.0,1.0,0.95,1.0,0.95,3.0,2.85,3.0
Joker,Mario,2,1,0,2,77,3.02,2.615,1.1,1.05,1.0,1.155,2.615,5.87,5.615
Joker,Sora,3,1,0,1,198,1.151,1.01,1.2,0.95,1.0,1.14,1.01,7.022,6.625
Joker,Wario,4,1,0,1,14,0.507,1.93,1.0,1.05,4.0,0.263,1.93,7.528,8.555
Mega Man,Kirby,1,0,1,-1,99,0.495,0.495,1.0,1.0,1.0,1.0,0.495,0.495,0.495
Kazuya,Marth,1,1,0,3,125,3.206,3.375,1.0,0.95,1.0,0.95,3.375,3.206,3.375
Kazuya,Bowser,2,0,1,-1,146,0.723,0.73,1.1,0.9,1.0,0.99,0.73,3.929,4.105
Ken,Falco,1,1,0,2,92,2.413,2.54,1.0,0.95,1.0,0.95,2.54,2.413,2.54
Ken,Daisy,2,1,0,2,91,2.8,2.545,1.1,1.0,1.0,1.1,2.545,5.213,5.085
Ken,King Dedede,3,0,1,-1,94,0.536,0.47,1.2,0.95,1.0,1.14,0.47,5.748,5.555
